beta-box [3.0000, 3.0010]: 21 t-boxes
beta-box [5.6055, 5.6060]: 264 t-boxes
beta-box [5.6060, 5.6065]: 265 t-boxes
beta-box [5.6065, 5.6070]: 265 t-boxes
beta-box [5.6070, 5.6075]: 265 t-boxes
beta-box [5.6075, 5.6080]: 265 t-boxes
beta-box [5.6080, 5.6085]: 265 t-boxes
beta-box [5.6085, 5.6090]: 265 t-boxes
beta-box [5.6090, 5.6095]: 265 t-boxes
beta-box [5.6095, 5.6100]: 265 t-boxes
beta-box [5.6100, 5.6105]: 265 t-boxes
beta-box [5.6105, 5.6110]: 265 t-boxes
beta-box [5.6110, 5.6115]: 265 t-boxes
beta-box [5.6115, 5.6120]: 265 t-boxes
beta-box [5.6120, 5.6125]: 265 t-boxes
beta-box [5.6125, 5.6130]: 266 t-boxes
beta-box [5.6130, 5.6135]: 268 t-boxes
beta-box [5.6135, 5.6140]: 268 t-boxes
beta-box [5.6140, 5.6145]: 268 t-boxes
beta-box [5.6145, 5.6150]: 268 t-boxes
beta-box [5.6150, 5.6155]: 268 t-boxes
beta-box [5.6155, 5.6160]: 268 t-boxes
beta-box [5.6160, 5.6165]: 268 t-boxes
beta-box [5.6165, 5.6170]: 268 t-boxes
beta-box [5.6170, 5.6175]: 268 t-boxes
beta-box [5.6175, 5.6180]: 268 t-boxes
beta-box [5.6180, 5.6185]: 268 t-boxes
beta-box [5.6185, 5.6190]: 268 t-boxes
beta-box [5.6190, 5.6195]: 269 t-boxes
beta-box [5.6195, 5.6200]: 269 t-boxes
beta-box [5.6200, 5.6205]: 269 t-boxes
beta-box [5.6205, 5.6210]: 269 t-boxes
beta-box [5.6210, 5.6215]: 269 t-boxes
beta-box [5.6215, 5.6220]: 269 t-boxes
beta-box [5.6220, 5.6225]: 269 t-boxes
beta-box [5.6225, 5.6230]: 269 t-boxes
beta-box [5.6230, 5.6235]: 269 t-boxes
beta-box [5.6235, 5.6240]: 269 t-boxes
beta-box [5.6240, 5.6245]: 269 t-boxes
beta-box [5.6245, 5.6250]: 270 t-boxes
beta-box [5.6250, 5.6255]: 271 t-boxes
beta-box [5.6255, 5.6260]: 271 t-boxes
beta-box [5.6260, 5.6265]: 272 t-boxes
beta-box [5.6265, 5.6270]: 272 t-boxes
beta-box [5.6270, 5.6275]: 272 t-boxes
beta-box [5.6275, 5.6280]: 272 t-boxes
beta-box [5.6280, 5.6285]: 273 t-boxes
beta-box [5.6285, 5.6290]: 274 t-boxes
beta-box [5.6290, 5.6295]: 274 t-boxes
beta-box [5.6295, 5.6300]: 274 t-boxes
beta-box [5.6300, 5.6305]: 274 t-boxes
beta-box [5.6305, 5.6310]: 274 t-boxes
beta-box [5.6310, 5.6315]: 274 t-boxes
beta-box [5.6315, 5.6320]: 274 t-boxes
beta-box [5.6320, 5.6325]: 274 t-boxes
beta-box [5.6325, 5.6330]: 275 t-boxes
beta-box [5.6330, 5.6335]: 275 t-boxes
beta-box [5.6335, 5.6340]: 275 t-boxes
beta-box [5.6340, 5.6345]: 275 t-boxes
beta-box [5.6345, 5.6350]: 275 t-boxes
beta-box [5.6350, 5.6355]: 275 t-boxes
beta-box [5.6355, 5.6360]: 275 t-boxes
beta-box [5.6360, 5.6365]: 275 t-boxes
beta-box [5.6365, 5.6370]: 276 t-boxes
beta-box [5.6370, 5.6375]: 276 t-boxes
beta-box [5.6375, 5.6380]: 276 t-boxes
beta-box [5.6380, 5.6385]: 276 t-boxes
beta-box [5.6385, 5.6390]: 276 t-boxes
beta-box [5.6390, 5.6395]: 276 t-boxes
beta-box [5.6395, 5.6400]: 278 t-boxes
beta-box [5.6400, 5.6405]: 278 t-boxes
beta-box [5.6405, 5.6410]: 278 t-boxes
beta-box [5.6410, 5.6415]: 278 t-boxes
beta-box [5.6415, 5.6420]: 278 t-boxes
beta-box [5.6420, 5.6425]: 278 t-boxes
beta-box [5.6425, 5.6430]: 278 t-boxes
beta-box [5.6430, 5.6435]: 278 t-boxes
beta-box [5.6435, 5.6440]: 278 t-boxes
beta-box [5.6440, 5.6445]: 278 t-boxes
beta-box [5.6445, 5.6450]: 278 t-boxes
beta-box [5.6450, 5.6455]: 278 t-boxes
beta-box [5.6455, 5.6460]: 279 t-boxes
beta-box [5.6460, 5.6465]: 279 t-boxes
beta-box [5.6465, 5.6470]: 280 t-boxes
beta-box [5.6470, 5.6475]: 280 t-boxes
beta-box [5.6475, 5.6480]: 280 t-boxes
beta-box [5.6480, 5.6485]: 280 t-boxes
beta-box [5.6485, 5.6490]: 281 t-boxes
beta-box [5.6490, 5.6495]: 281 t-boxes
beta-box [5.6495, 5.6500]: 281 t-boxes
beta-box [5.6500, 5.6505]: 281 t-boxes
beta-box [5.6505, 5.6510]: 281 t-boxes
beta-box [5.6510, 5.6515]: 281 t-boxes
beta-box [5.6515, 5.6520]: 281 t-boxes
beta-box [5.6520, 5.6525]: 281 t-boxes
beta-box [5.6525, 5.6530]: 281 t-boxes
beta-box [5.6530, 5.6535]: 282 t-boxes
beta-box [5.6535, 5.6540]: 282 t-boxes
beta-box [5.6540, 5.6545]: 282 t-boxes
beta-box [5.6545, 5.6550]: 282 t-boxes
beta-box [5.6550, 5.6555]: 282 t-boxes
beta-box [5.6555, 5.6560]: 282 t-boxes
beta-box [5.6560, 5.6565]: 282 t-boxes
beta-box [5.6565, 5.6570]: 282 t-boxes
beta-box [5.6570, 5.6575]: 282 t-boxes
beta-box [5.6575, 5.6580]: 282 t-boxes
beta-box [5.6580, 5.6585]: 282 t-boxes
beta-box [5.6585, 5.6590]: 282 t-boxes
beta-box [5.6590, 5.6595]: 282 t-boxes
beta-box [5.6595, 5.6600]: 283 t-boxes
beta-box [5.6600, 5.6605]: 284 t-boxes
beta-box [5.6605, 5.6610]: 285 t-boxes
beta-box [5.6610, 5.6615]: 285 t-boxes
beta-box [5.6615, 5.6620]: 286 t-boxes
beta-box [5.6620, 5.6625]: 286 t-boxes
beta-box [5.6625, 5.6630]: 286 t-boxes
beta-box [5.6630, 5.6635]: 286 t-boxes
beta-box [5.6635, 5.6640]: 286 t-boxes
beta-box [5.6640, 5.6645]: 286 t-boxes
beta-box [5.6645, 5.6650]: 286 t-boxes
beta-box [5.6650, 5.6655]: 286 t-boxes
beta-box [5.6655, 5.6660]: 287 t-boxes
beta-box [5.6660, 5.6665]: 288 t-boxes
beta-box [5.6665, 5.6670]: 288 t-boxes
beta-box [5.6670, 5.6675]: 288 t-boxes
beta-box [5.6675, 5.6680]: 288 t-boxes
beta-box [5.6680, 5.6685]: 288 t-boxes
beta-box [5.6685, 5.6690]: 288 t-boxes
beta-box [5.6690, 5.6695]: 288 t-boxes
beta-box [5.6695, 5.6700]: 288 t-boxes
beta-box [5.6700, 5.6705]: 288 t-boxes
beta-box [5.6705, 5.6710]: 288 t-boxes
beta-box [5.6710, 5.6715]: 288 t-boxes
beta-box [5.6715, 5.6720]: 288 t-boxes
beta-box [5.6720, 5.6725]: 289 t-boxes
beta-box [5.6725, 5.6730]: 289 t-boxes
beta-box [5.6730, 5.6735]: 290 t-boxes
beta-box [5.6735, 5.6740]: 290 t-boxes
beta-box [5.6740, 5.6745]: 290 t-boxes
beta-box [5.6745, 5.6750]: 290 t-boxes
beta-box [5.6750, 5.6755]: 290 t-boxes
beta-box [5.6755, 5.6760]: 290 t-boxes
beta-box [5.6760, 5.6765]: 290 t-boxes
beta-box [5.6765, 5.6770]: 290 t-boxes
beta-box [5.6770, 5.6775]: 290 t-boxes
beta-box [5.6775, 5.6780]: 290 t-boxes
beta-box [5.6780, 5.6785]: 290 t-boxes
beta-box [5.6785, 5.6790]: 290 t-boxes
beta-box [5.6790, 5.6795]: 290 t-boxes
beta-box [5.6795, 5.6800]: 291 t-boxes
beta-box [5.6800, 5.6805]: 291 t-boxes
beta-box [5.6805, 5.6810]: 291 t-boxes
beta-box [5.6810, 5.6815]: 291 t-boxes
beta-box [5.6815, 5.6820]: 291 t-boxes
beta-box [5.6820, 5.6825]: 291 t-boxes
beta-box [5.6825, 5.6830]: 291 t-boxes
beta-box [5.6830, 5.6835]: 292 t-boxes
beta-box [5.6835, 5.6840]: 293 t-boxes
beta-box [5.6840, 5.6845]: 293 t-boxes
beta-box [5.6845, 5.6850]: 293 t-boxes
beta-box [5.6850, 5.6855]: 293 t-boxes
beta-box [5.6855, 5.6860]: 293 t-boxes
beta-box [5.6860, 5.6865]: 294 t-boxes
beta-box [5.6865, 5.6870]: 295 t-boxes
beta-box [5.6870, 5.6875]: 296 t-boxes
beta-box [5.6875, 5.6880]: 296 t-boxes
beta-box [5.6880, 5.6885]: 296 t-boxes
beta-box [5.6885, 5.6890]: 296 t-boxes
beta-box [5.6890, 5.6895]: 297 t-boxes
beta-box [5.6895, 5.6900]: 297 t-boxes
beta-box [5.6900, 5.6905]: 297 t-boxes
beta-box [5.6905, 5.6910]: 298 t-boxes
beta-box [5.6910, 5.6915]: 298 t-boxes
beta-box [5.6915, 5.6920]: 299 t-boxes
beta-box [5.6920, 5.6925]: 299 t-boxes
beta-box [5.6925, 5.6930]: 300 t-boxes
beta-box [5.6930, 5.6935]: 300 t-boxes
beta-box [5.6935, 5.6940]: 300 t-boxes
beta-box [5.6940, 5.6945]: 301 t-boxes
beta-box [5.6945, 5.6950]: 301 t-boxes
beta-box [5.6950, 5.6955]: 301 t-boxes
beta-box [5.6955, 5.6960]: 302 t-boxes
beta-box [5.6960, 5.6965]: 302 t-boxes
beta-box [5.6965, 5.6970]: 303 t-boxes
beta-box [5.6970, 5.6975]: 303 t-boxes
beta-box [5.6975, 5.6980]: 303 t-boxes
beta-box [5.6980, 5.6985]: 304 t-boxes
beta-box [5.6985, 5.6990]: 304 t-boxes
beta-box [5.6990, 5.6995]: 304 t-boxes
beta-box [5.6995, 5.7000]: 304 t-boxes
beta-box [5.7000, 5.7005]: 305 t-boxes
beta-box [5.7005, 5.7010]: 305 t-boxes
beta-box [5.7010, 5.7015]: 305 t-boxes
beta-box [5.7015, 5.7020]: 306 t-boxes
beta-box [5.7020, 5.7025]: 306 t-boxes
beta-box [5.7025, 5.7030]: 306 t-boxes
beta-box [5.7030, 5.7035]: 306 t-boxes
beta-box [5.7035, 5.7040]: 306 t-boxes
beta-box [5.7040, 5.7045]: 306 t-boxes
beta-box [5.7045, 5.7050]: 306 t-boxes
beta-box [5.7050, 5.7055]: 306 t-boxes
beta-box [5.7055, 5.7060]: 307 t-boxes
beta-box [5.7060, 5.7065]: 308 t-boxes
beta-box [5.7065, 5.7070]: 309 t-boxes
beta-box [5.7070, 5.7075]: 309 t-boxes
beta-box [5.7075, 5.7080]: 310 t-boxes
beta-box [5.7080, 5.7085]: 310 t-boxes
beta-box [5.7085, 5.7090]: 311 t-boxes
beta-box [5.7090, 5.7095]: 311 t-boxes
beta-box [5.7095, 5.7100]: 311 t-boxes
beta-box [5.7100, 5.7105]: 311 t-boxes
beta-box [5.7105, 5.7110]: 311 t-boxes
beta-box [5.7110, 5.7115]: 311 t-boxes
beta-box [5.7115, 5.7120]: 311 t-boxes
beta-box [5.7120, 5.7125]: 311 t-boxes
beta-box [5.7125, 5.7130]: 313 t-boxes
beta-box [5.7130, 5.7135]: 313 t-boxes
beta-box [5.7135, 5.7140]: 313 t-boxes
beta-box [5.7140, 5.7145]: 313 t-boxes
beta-box [5.7145, 5.7150]: 313 t-boxes
beta-box [5.7150, 5.7155]: 313 t-boxes
beta-box [5.7155, 5.7160]: 313 t-boxes
beta-box [5.7160, 5.7165]: 314 t-boxes
beta-box [5.7165, 5.7170]: 314 t-boxes
beta-box [5.7170, 5.7175]: 314 t-boxes
beta-box [5.7175, 5.7180]: 314 t-boxes
beta-box [5.7180, 5.7185]: 314 t-boxes
beta-box [5.7185, 5.7190]: 314 t-boxes
beta-box [5.7190, 5.7195]: 315 t-boxes
beta-box [5.7195, 5.7200]: 317 t-boxes
beta-box [5.7200, 5.7205]: 317 t-boxes
beta-box [5.7205, 5.7210]: 317 t-boxes
beta-box [5.7210, 5.7215]: 317 t-boxes
beta-box [5.7215, 5.7220]: 317 t-boxes
beta-box [5.7220, 5.7225]: 317 t-boxes
beta-box [5.7225, 5.7230]: 317 t-boxes
beta-box [5.7230, 5.7235]: 318 t-boxes
beta-box [5.7235, 5.7240]: 319 t-boxes
beta-box [5.7240, 5.7245]: 319 t-boxes
beta-box [5.7245, 5.7250]: 319 t-boxes
beta-box [5.7250, 5.7255]: 319 t-boxes
beta-box [5.7255, 5.7260]: 320 t-boxes
beta-box [5.7260, 5.7265]: 320 t-boxes
beta-box [5.7265, 5.7270]: 320 t-boxes
beta-box [5.7270, 5.7275]: 322 t-boxes
beta-box [5.7275, 5.7280]: 322 t-boxes
beta-box [5.7280, 5.7285]: 322 t-boxes
beta-box [5.7285, 5.7290]: 322 t-boxes
beta-box [5.7290, 5.7295]: 322 t-boxes
beta-box [5.7295, 5.7300]: 322 t-boxes
beta-box [5.7300, 5.7305]: 322 t-boxes
beta-box [5.7305, 5.7310]: 324 t-boxes
beta-box [5.7310, 5.7315]: 324 t-boxes
beta-box [5.7315, 5.7320]: 324 t-boxes
beta-box [5.7320, 5.7325]: 324 t-boxes
beta-box [5.7325, 5.7330]: 325 t-boxes
beta-box [5.7330, 5.7335]: 325 t-boxes
beta-box [5.7335, 5.7340]: 326 t-boxes
beta-box [5.7340, 5.7345]: 326 t-boxes
beta-box [5.7345, 5.7350]: 327 t-boxes
beta-box [5.7350, 5.7355]: 327 t-boxes
beta-box [5.7355, 5.7360]: 327 t-boxes
beta-box [5.7360, 5.7365]: 327 t-boxes
beta-box [5.7365, 5.7370]: 327 t-boxes
beta-box [5.7370, 5.7375]: 327 t-boxes
beta-box [5.7375, 5.7380]: 327 t-boxes
beta-box [5.7380, 5.7385]: 328 t-boxes
beta-box [5.7385, 5.7390]: 328 t-boxes
beta-box [5.7390, 5.7395]: 329 t-boxes
beta-box [5.7395, 5.7400]: 329 t-boxes
beta-box [5.7400, 5.7405]: 329 t-boxes
beta-box [5.7405, 5.7410]: 329 t-boxes
beta-box [5.7410, 5.7415]: 329 t-boxes
beta-box [5.7415, 5.7420]: 330 t-boxes
beta-box [5.7420, 5.7425]: 331 t-boxes
beta-box [5.7425, 5.7430]: 331 t-boxes
beta-box [5.7430, 5.7435]: 331 t-boxes
beta-box [5.7435, 5.7440]: 331 t-boxes
beta-box [5.7440, 5.7445]: 331 t-boxes
beta-box [5.7445, 5.7450]: 331 t-boxes
beta-box [5.7450, 5.7455]: 331 t-boxes
beta-box [5.7455, 5.7460]: 333 t-boxes
beta-box [5.7460, 5.7465]: 333 t-boxes
beta-box [5.7465, 5.7470]: 333 t-boxes
beta-box [5.7470, 5.7475]: 333 t-boxes
beta-box [5.7475, 5.7480]: 334 t-boxes
beta-box [5.7480, 5.7485]: 334 t-boxes
beta-box [5.7485, 5.7490]: 335 t-boxes
beta-box [5.7490, 5.7495]: 334 t-boxes
beta-box [5.7495, 5.7500]: 335 t-boxes
beta-box [5.7500, 5.7505]: 335 t-boxes
beta-box [5.7505, 5.7510]: 335 t-boxes
beta-box [5.7510, 5.7515]: 335 t-boxes
beta-box [5.7515, 5.7520]: 335 t-boxes
beta-box [5.7520, 5.7525]: 336 t-boxes
beta-box [5.7525, 5.7530]: 337 t-boxes
beta-box [5.7530, 5.7535]: 337 t-boxes
beta-box [5.7535, 5.7540]: 338 t-boxes
beta-box [5.7540, 5.7545]: 338 t-boxes
beta-box [5.7545, 5.7550]: 338 t-boxes
beta-box [5.7550, 5.7555]: 339 t-boxes
beta-box [5.7555, 5.7560]: 339 t-boxes
beta-box [5.7560, 5.7565]: 339 t-boxes
beta-box [5.7565, 5.7570]: 340 t-boxes
beta-box [5.7570, 5.7575]: 340 t-boxes
beta-box [5.7575, 5.7580]: 340 t-boxes
beta-box [5.7580, 5.7585]: 340 t-boxes
beta-box [5.7585, 5.7590]: 341 t-boxes
beta-box [5.7590, 5.7595]: 341 t-boxes
beta-box [5.7595, 5.7600]: 342 t-boxes
beta-box [5.7600, 5.7605]: 342 t-boxes
beta-box [5.7605, 5.7610]: 342 t-boxes
beta-box [5.7610, 5.7615]: 342 t-boxes
beta-box [5.7615, 5.7620]: 342 t-boxes
beta-box [5.7620, 5.7625]: 342 t-boxes
beta-box [5.7625, 5.7630]: 342 t-boxes
beta-box [5.7630, 5.7635]: 342 t-boxes
beta-box [5.7635, 5.7640]: 343 t-boxes
beta-box [5.7640, 5.7645]: 343 t-boxes
beta-box [5.7645, 5.7650]: 343 t-boxes
beta-box [5.7650, 5.7655]: 344 t-boxes
beta-box [5.7655, 5.7660]: 345 t-boxes
beta-box [5.7660, 5.7665]: 345 t-boxes
beta-box [5.7665, 5.7670]: 345 t-boxes
beta-box [5.7670, 5.7675]: 346 t-boxes
beta-box [5.7675, 5.7680]: 347 t-boxes
beta-box [5.7680, 5.7685]: 347 t-boxes
beta-box [5.7685, 5.7690]: 347 t-boxes
beta-box [5.7690, 5.7695]: 347 t-boxes
beta-box [5.7695, 5.7700]: 347 t-boxes
beta-box [5.7700, 5.7705]: 347 t-boxes
beta-box [5.7705, 5.7710]: 348 t-boxes
beta-box [5.7710, 5.7715]: 348 t-boxes
beta-box [5.7715, 5.7720]: 348 t-boxes
beta-box [5.7720, 5.7725]: 351 t-boxes
beta-box [5.7725, 5.7730]: 351 t-boxes
beta-box [5.7730, 5.7735]: 351 t-boxes
beta-box [5.7735, 5.7740]: 351 t-boxes
beta-box [5.7740, 5.7745]: 352 t-boxes
beta-box [5.7745, 5.7750]: 352 t-boxes
beta-box [5.7750, 5.7755]: 352 t-boxes
beta-box [5.7755, 5.7760]: 352 t-boxes
beta-box [5.7760, 5.7765]: 352 t-boxes
beta-box [5.7765, 5.7770]: 352 t-boxes
beta-box [5.7770, 5.7775]: 353 t-boxes
beta-box [5.7775, 5.7780]: 354 t-boxes
beta-box [5.7780, 5.7785]: 354 t-boxes
beta-box [5.7785, 5.7790]: 355 t-boxes
beta-box [5.7790, 5.7795]: 355 t-boxes
beta-box [5.7795, 5.7800]: 355 t-boxes
beta-box [5.7800, 5.7805]: 355 t-boxes
beta-box [5.7805, 5.7810]: 355 t-boxes
beta-box [5.7810, 5.7815]: 356 t-boxes
beta-box [5.7815, 5.7820]: 356 t-boxes
beta-box [5.7820, 5.7825]: 356 t-boxes
beta-box [5.7825, 5.7830]: 356 t-boxes
beta-box [5.7830, 5.7835]: 356 t-boxes
beta-box [5.7835, 5.7840]: 356 t-boxes
beta-box [5.7840, 5.7845]: 356 t-boxes
beta-box [5.7845, 5.7850]: 356 t-boxes
beta-box [5.7850, 5.7855]: 358 t-boxes
beta-box [5.7855, 5.7860]: 358 t-boxes
beta-box [5.7860, 5.7865]: 358 t-boxes
beta-box [5.7865, 5.7870]: 358 t-boxes
beta-box [5.7870, 5.7875]: 359 t-boxes
beta-box [5.7875, 5.7880]: 359 t-boxes
beta-box [5.7880, 5.7885]: 362 t-boxes
beta-box [5.7885, 5.7890]: 362 t-boxes
beta-box [5.7890, 5.7895]: 362 t-boxes
beta-box [5.7895, 5.7900]: 362 t-boxes
beta-box [5.7900, 5.7905]: 362 t-boxes
beta-box [5.7905, 5.7910]: 362 t-boxes
beta-box [5.7910, 5.7915]: 363 t-boxes
beta-box [5.7915, 5.7920]: 363 t-boxes
beta-box [5.7920, 5.7925]: 363 t-boxes
beta-box [5.7925, 5.7930]: 364 t-boxes
beta-box [5.7930, 5.7935]: 364 t-boxes
beta-box [5.7935, 5.7940]: 364 t-boxes
beta-box [5.7940, 5.7945]: 364 t-boxes
beta-box [5.7945, 5.7950]: 364 t-boxes
beta-box [5.7950, 5.7955]: 364 t-boxes
beta-box [5.7955, 5.7960]: 364 t-boxes
beta-box [5.7960, 5.7965]: 365 t-boxes
beta-box [5.7965, 5.7970]: 365 t-boxes
beta-box [5.7970, 5.7975]: 365 t-boxes
beta-box [5.7975, 5.7980]: 365 t-boxes
beta-box [5.7980, 5.7985]: 366 t-boxes
beta-box [5.7985, 5.7990]: 366 t-boxes
beta-box [5.7990, 5.7995]: 367 t-boxes
beta-box [5.7995, 5.8000]: 368 t-boxes
beta-box [5.8000, 5.8005]: 368 t-boxes
beta-box [5.8005, 5.8010]: 368 t-boxes
beta-box [5.8010, 5.8015]: 368 t-boxes
beta-box [5.8015, 5.8020]: 368 t-boxes
beta-box [5.8020, 5.8025]: 368 t-boxes
beta-box [5.8025, 5.8030]: 368 t-boxes
beta-box [5.8030, 5.8035]: 369 t-boxes
beta-box [5.8035, 5.8040]: 369 t-boxes
beta-box [5.8040, 5.8045]: 370 t-boxes
beta-box [5.8045, 5.8050]: 370 t-boxes
beta-box [5.8050, 5.8055]: 370 t-boxes
beta-box [5.8055, 5.8060]: 370 t-boxes
beta-box [5.8060, 5.8065]: 370 t-boxes
beta-box [5.8065, 5.8070]: 371 t-boxes
beta-box [5.8070, 5.8075]: 371 t-boxes
beta-box [5.8075, 5.8080]: 371 t-boxes
beta-box [5.8080, 5.8085]: 371 t-boxes
beta-box [5.8085, 5.8090]: 372 t-boxes
beta-box [5.8090, 5.8095]: 372 t-boxes
beta-box [5.8095, 5.8100]: 372 t-boxes
beta-box [5.8100, 5.8105]: 372 t-boxes
beta-box [5.8105, 5.8110]: 375 t-boxes
beta-box [5.8110, 5.8115]: 375 t-boxes
beta-box [5.8115, 5.8120]: 375 t-boxes
beta-box [5.8120, 5.8125]: 375 t-boxes
beta-box [5.8125, 5.8130]: 376 t-boxes
beta-box [5.8130, 5.8135]: 376 t-boxes
beta-box [5.8135, 5.8140]: 377 t-boxes
beta-box [5.8140, 5.8145]: 377 t-boxes
beta-box [5.8145, 5.8150]: 377 t-boxes
beta-box [5.8150, 5.8155]: 377 t-boxes
beta-box [5.8155, 5.8160]: 377 t-boxes
beta-box [5.8160, 5.8165]: 377 t-boxes
beta-box [5.8165, 5.8170]: 377 t-boxes
beta-box [5.8170, 5.8175]: 379 t-boxes
beta-box [5.8175, 5.8180]: 379 t-boxes
beta-box [5.8180, 5.8185]: 379 t-boxes
beta-box [5.8185, 5.8190]: 379 t-boxes
beta-box [5.8190, 5.8195]: 379 t-boxes
beta-box [5.8195, 5.8200]: 380 t-boxes
beta-box [5.8200, 5.8205]: 380 t-boxes
beta-box [5.8205, 5.8210]: 381 t-boxes
beta-box [5.8210, 5.8215]: 382 t-boxes
beta-box [5.8215, 5.8220]: 382 t-boxes
beta-box [5.8220, 5.8225]: 382 t-boxes
beta-box [5.8225, 5.8230]: 382 t-boxes
beta-box [5.8230, 5.8235]: 382 t-boxes
beta-box [5.8235, 5.8240]: 383 t-boxes
beta-box [5.8240, 5.8245]: 384 t-boxes
beta-box [5.8245, 5.8250]: 384 t-boxes
beta-box [5.8250, 5.8255]: 384 t-boxes
beta-box [5.8255, 5.8260]: 384 t-boxes
beta-box [5.8260, 5.8265]: 384 t-boxes
beta-box [5.8265, 5.8270]: 384 t-boxes
beta-box [5.8270, 5.8275]: 384 t-boxes
beta-box [5.8275, 5.8280]: 384 t-boxes
beta-box [5.8280, 5.8285]: 385 t-boxes
beta-box [5.8285, 5.8290]: 385 t-boxes
beta-box [5.8290, 5.8295]: 386 t-boxes
beta-box [5.8295, 5.8300]: 386 t-boxes
beta-box [5.8300, 5.8305]: 387 t-boxes
beta-box [5.8305, 5.8310]: 387 t-boxes
beta-box [5.8310, 5.8315]: 388 t-boxes
beta-box [5.8315, 5.8320]: 387 t-boxes
beta-box [5.8320, 5.8325]: 388 t-boxes
beta-box [5.8325, 5.8330]: 389 t-boxes
beta-box [5.8330, 5.8335]: 389 t-boxes
beta-box [5.8335, 5.8340]: 389 t-boxes
beta-box [5.8340, 5.8345]: 389 t-boxes
beta-box [5.8345, 5.8350]: 390 t-boxes
beta-box [5.8350, 5.8355]: 389 t-boxes
beta-box [5.8355, 5.8360]: 390 t-boxes
beta-box [5.8360, 5.8365]: 390 t-boxes
beta-box [5.8365, 5.8370]: 391 t-boxes
beta-box [5.8370, 5.8375]: 391 t-boxes
beta-box [5.8375, 5.8380]: 391 t-boxes
beta-box [5.8380, 5.8385]: 391 t-boxes
beta-box [5.8385, 5.8390]: 392 t-boxes
beta-box [5.8390, 5.8395]: 392 t-boxes
beta-box [5.8395, 5.8400]: 392 t-boxes
beta-box [5.8400, 5.8405]: 392 t-boxes
beta-box [5.8405, 5.8410]: 392 t-boxes
beta-box [5.8410, 5.8415]: 392 t-boxes
beta-box [5.8415, 5.8420]: 392 t-boxes
beta-box [5.8420, 5.8425]: 392 t-boxes
beta-box [5.8425, 5.8430]: 394 t-boxes
beta-box [5.8430, 5.8435]: 394 t-boxes
beta-box [5.8435, 5.8440]: 395 t-boxes
beta-box [5.8440, 5.8445]: 395 t-boxes
beta-box [5.8445, 5.8450]: 395 t-boxes
beta-box [5.8450, 5.8455]: 395 t-boxes
beta-box [5.8455, 5.8460]: 396 t-boxes
beta-box [5.8460, 5.8465]: 396 t-boxes
beta-box [5.8465, 5.8470]: 396 t-boxes
beta-box [5.8470, 5.8475]: 396 t-boxes
beta-box [5.8475, 5.8480]: 396 t-boxes
beta-box [5.8480, 5.8485]: 396 t-boxes
beta-box [5.8485, 5.8490]: 396 t-boxes
beta-box [5.8490, 5.8495]: 400 t-boxes
beta-box [5.8495, 5.8500]: 400 t-boxes
beta-box [5.8500, 5.8505]: 400 t-boxes
beta-box [5.8505, 5.8510]: 400 t-boxes
beta-box [5.8510, 5.8515]: 400 t-boxes
beta-box [5.8515, 5.8520]: 400 t-boxes
beta-box [5.8520, 5.8525]: 401 t-boxes
beta-box [5.8525, 5.8530]: 402 t-boxes
beta-box [5.8530, 5.8535]: 402 t-boxes
beta-box [5.8535, 5.8540]: 402 t-boxes
beta-box [5.8540, 5.8545]: 402 t-boxes
beta-box [5.8545, 5.8550]: 403 t-boxes
beta-box [5.8550, 5.8555]: 404 t-boxes
beta-box [5.8555, 5.8560]: 405 t-boxes
beta-box [5.8560, 5.8565]: 406 t-boxes
beta-box [5.8565, 5.8570]: 406 t-boxes
beta-box [5.8570, 5.8575]: 406 t-boxes
beta-box [5.8575, 5.8580]: 406 t-boxes
beta-box [5.8580, 5.8585]: 406 t-boxes
beta-box [5.8585, 5.8590]: 406 t-boxes
beta-box [5.8590, 5.8595]: 406 t-boxes
beta-box [5.8595, 5.8600]: 407 t-boxes
beta-box [5.8600, 5.8605]: 407 t-boxes
beta-box [5.8605, 5.8610]: 407 t-boxes
beta-box [5.8610, 5.8615]: 407 t-boxes
beta-box [5.8615, 5.8620]: 407 t-boxes
beta-box [5.8620, 5.8625]: 408 t-boxes
beta-box [5.8625, 5.8630]: 408 t-boxes
beta-box [5.8630, 5.8635]: 409 t-boxes
beta-box [5.8635, 5.8640]: 409 t-boxes
beta-box [5.8640, 5.8645]: 410 t-boxes
beta-box [5.8645, 5.8650]: 410 t-boxes
beta-box [5.8650, 5.8655]: 410 t-boxes
beta-box [5.8655, 5.8660]: 411 t-boxes
beta-box [5.8660, 5.8665]: 411 t-boxes
beta-box [5.8665, 5.8670]: 412 t-boxes
beta-box [5.8670, 5.8675]: 412 t-boxes
beta-box [5.8675, 5.8680]: 412 t-boxes
beta-box [5.8680, 5.8685]: 413 t-boxes
beta-box [5.8685, 5.8690]: 413 t-boxes
beta-box [5.8690, 5.8695]: 413 t-boxes
beta-box [5.8695, 5.8700]: 413 t-boxes
beta-box [5.8700, 5.8705]: 414 t-boxes
beta-box [5.8705, 5.8710]: 415 t-boxes
beta-box [5.8710, 5.8715]: 415 t-boxes
beta-box [5.8715, 5.8720]: 415 t-boxes
beta-box [5.8720, 5.8725]: 415 t-boxes
beta-box [5.8725, 5.8730]: 415 t-boxes
beta-box [5.8730, 5.8735]: 416 t-boxes
beta-box [5.8735, 5.8740]: 415 t-boxes
